id,delta_avg,std_dev,x_coord,y_coord,ff_ratio
881f8d44b5fffff,3,3,48.14361413106499,11.587631649981365,0.69
881f8d7a4bfffff,3,3,48.13600382891192,11.590698174917748,1.0
881f8d44b7fffff,3,3,48.14191980771269,11.599644866197416,1.0
881f8d44b1fffff,2,3,48.14952990124144,11.596578885457491,0.71
881f8d44a3fffff,16,3,48.14530707785583,11.5756185258054,1.0
881f8d7a49fffff,29,3,48.13769746656352,11.578686174256928,1.0
881f8d7a41fffff,-2,3,48.130086955950745,11.58175324296697,0.73
881f8d44bdfffff,-2,3,48.15122353381248,11.584564545297988,0.35
881f8d7a5dfffff,-12,3,48.13430881486912,11.602710267331824,0.5
881f8d7a59fffff,-5,3,48.14022410773506,11.61165817339838,0.33
881f8d44abfffff,-7,3,48.1529157896519,11.572550297465597,0.6
881f8d7a43fffff,2,3,48.12839262752912,11.593764120253946,1.0
881f8d44a1fffff,-6,3,48.14699864814944,11.5636054947247,0.66
881f8d7a4dfffff,9,3,48.13177990821539,11.56974245820106,0.77
881f8d44b3fffff,-5,3,48.14783489187475,11.60859331688864,0.64
881f8d44bbfffff,2,3,48.15544477661462,11.605527880768124,1.0
881f8d4487fffff,11,3,48.15883203697873,11.581496860720776,0.77
881f8d44a7fffff,2,3,48.13938972788797,11.566674266404188,0.91
881f8d44a9fffff,-7,3,48.15460666882411,11.5605361430158,0.67
881f8d7a47fffff,-2,3,48.12247554619339,11.584819732082268,0.83
881f8d7a51fffff,2,3,48.13261242437135,11.61472245044419,1.0
881f8d44b9fffff,-4,3,48.1571390952796,11.593512324965182,0.2
881f8d716dfffff,1,3,48.15374908091991,11.617543527073796,1.0
881f8d44adfffff,5,3,48.1486888420104,11.551592557794338,1.0
881f8d4497fffff,1,3,48.16135875670637,11.614478635995814,1.0
881f8d7a45fffff,7,3,48.12416918930752,11.572810070262053,1.0
881f8d4495fffff,3,3,48.163053761779,11.602461864889955,1.0
881f8d4483fffff,-3,3,48.1647473896516,11.59044518457362,1.0
881f8d7a5bfffff,-5,3,48.13852703106853,11.623671570529018,0.71
881f8d7a55fffff,2,3,48.126696922886616,11.605775089007455,1.0
881f8d4485fffff,-9,3,48.16052360177614,11.569481489090666,0.98
881f8d44a5fffff,24,3,48.14108061294973,11.554662452414323,0.92
881f8d7165fffff,2,3,48.14613850564874,11.620607838535928,1.0
881f8d459bfffff,5,3,48.13347148438736,11.557731767010726,1.0
881f8d4593fffff,-4,3,48.12586145649906,11.560800501730284,1.0
881f8d7a53fffff,2,3,48.13091465735525,11.626734723199943,1.0
881f8d44e7fffff,-9,3,48.15629617139376,11.548522083003938,0.53
881f8d7a6bfffff,-3,3,48.11655757134033,11.575877102733896,0.52
881f8d4491fffff,1,3,48.1689675328325,11.61141316515499,1.0
881f8d7a0bfffff,-5,3,48.11908413194125,11.608839331371115,0.33
881f8d7a09fffff,-11,3,48.12078052709256,11.596829486136716,1.0
881f8d4481fffff,-3,3,48.16643964038822,11.578428596102851,0.71
881f8d448bfffff,-3,3,48.17235478418202,11.587377464135852,1.0
881f8d44e3fffff,-8,3,48.162213789736434,11.55746621113062,1.0
881f8d7a57fffff,2,3,48.12499984195964,11.61778614817286,1.0
881f8d7161fffff,0,3,48.15205200813197,11.62955926282633,1.0
881f8d7a69fffff,5,3,48.11825052946072,11.563868656719706,1.0
881f8d45dbfffff,-4,3,48.15037765950356,11.539579716069388,0.64
881f8d449dfffff,-1,3,48.17066184719236,11.59939526910723,0.55
881f8d7167fffff,1,2,48.14444074249997,11.63262244934373,1.0
881f8d45d3fffff,-8,2,48.14277012181348,11.542650733342144,0.21
881f8d712dfffff,-2,2,48.13682857764989,11.635685056534047,0.18
881f8d4591fffff,1,2,48.12755234783244,11.548791027541172,0.92
881f8d7a0dfffff,-6,2,48.11486323746753,11.587885641749558,1.0
881f8d4493fffff,1,2,48.16727184103862,11.623431151222713,1.0
881f8d4599fffff,-3,2,48.135161684531205,11.545721170450497,1.0
881f8d4597fffff,5,2,48.119942111893,11.551860304760892,0.55
881f8d7a01fffff,2,2,48.1131675277784,11.599894272712769,1.0
881f8d44ebfffff,2,2,48.16982001071107,11.554395698922317,1.0
881f8d7169fffff,1,2,48.15966237437007,11.626495496834968,1.0
881f8d44e1fffff,3,2,48.1639026009244,11.545451027896307,1.0
881f8d448dfffff,-3,2,48.16813051405316,11.566412100533755,1.0
881f8d716bfffff,1,2,48.15796461470676,11.638512446351246,1.0
881f8d7125fffff,2,2,48.12921551375772,11.638747084544075,1.0
881f8d7a1dfffff,-1,2,48.11738636067603,11.62084926673115,0.6
881f8d7a63fffff,-4,2,48.10894505449001,11.57894355576328,0.71
881f8d4489fffff,-4,2,48.17404634386561,11.575359751297292,1.0
881f8d44d5fffff,-2,2,48.17996127869556,11.584309163504944,0.55
881f8d7163fffff,1,2,48.1503535581876,11.641575086969786,1.0
881f8d7a19fffff,-2,2,48.123301384684936,11.629797296695502,0.19
881f8d44d7fffff,-3,2,48.17826903267942,11.596328093272936,0.86
881f8d4595fffff,-6,2,48.121632318701806,11.539852047911277,0.62
881f8d45d9fffff,-1,2,48.152065100694166,11.5275669706048,1.0
881f8d7a61fffff,-2,2,48.11063870344845,11.56693623212568,0.59
881f8d45d1fffff,-1,2,48.14445825454431,11.530639110242308,0.76
881f8d44e5fffff,-4,2,48.15798429742594,11.536508118485392,0.53
881f8d7121fffff,1,2,48.13512874741627,11.647698630358096,1.0
881f8d7a03fffff,2,2,48.11147044220926,11.6119029945695,1.0
881f8d7129fffff,1,2,48.14274160236548,11.644637148256448,1.0
881f8d7a05fffff,-7,2,48.10725002994944,11.590950972115513,0.29
881f8d7a07fffff,-2,2,48.10555362976292,11.602958480128764,0.46
881f8d7145fffff,2,2,48.16557477174721,11.635449226253868,1.0
881f8d712bfffff,1,2,48.14104108518251,11.656651934218406,1.0
881f8d714dfffff,1,2,48.173184029133374,11.632385426530742,0.33
881f8d7a11fffff,-3,2,48.11568721323378,11.632859291162418,0.38
881f8d7a29fffff,-4,2,48.10133163893285,11.582009429496814,0.33
881f8d449bfffff,1,2,48.17488040796212,11.6203662258426,1.0
881f8d4499fffff,1,2,48.17657540912292,11.608347114404385,1.0
881f8d7a1bfffff,2,2,48.12160155099956,11.64180853352067,1.0
881f8d45bbfffff,-9,2,48.1140218748759,11.542921867208808,0.52
881f8d7a67fffff,2,2,48.103025978638485,11.570003228094832,1.0
881f8d7105fffff,-1,2,48.14865373102396,11.653590998448232,1.0
881f8d7127fffff,-1,2,48.127514993516,11.65075953342155,0.27
881f8d44e9fffff,1,2,48.171508130427,11.542379392324534,1.0
881f8d4433fffff,3,2,48.15967104698595,11.5244942505154,1.0
881f8d44c3fffff,3,2,48.181652147235695,11.572290326157123,1.0
881f8d7147fffff,1,2,48.163876324895135,11.64746738919196,1.0
881f8d4417fffff,-15,2,48.17319487326625,11.530363181796318,0.15
881f8d45b3fffff,-4,2,48.106410532070775,11.545991106788009,0.4
881f8d459dfffff,3,2,48.12924186337244,11.536781648748812,1.0
881f8d710dfffff,1,2,48.15626547765344,11.65052948348839,1.0
881f8d44c7fffff,-2,2,48.1757365263076,11.563342131647891,0.61
881f8d45ddfffff,3,2,48.146145011207615,11.51862758416949,1.0
881f8d7a65fffff,4,2,48.10471894299635,11.557997120174152,1.0
881f8d7a6dfffff,-5,2,48.11233097688893,11.554929002256335,0.79
881f8d7327fffff,-1,2,48.18079238668984,11.629321047034802,0.09
881f8d7a3dfffff,1,2,48.09793883322262,11.606022108531324,1.0
881f8d7141fffff,2,2,48.17148627257341,11.644404715411978,1.0
881f8d44d1fffff,-1,2,48.18587531806492,11.593260337240096,0.31
881f8d7b59fffff,-1,2,48.09879829046268,11.54905976679551,0.62
881f8d44c5fffff,-10,2,48.177425331572834,11.551324606243956,0.72
881f8d7325fffff,2,2,48.182488074965214,11.617300720547608,1.0
881f8d443bfffff,3,2,48.167276093244446,11.521420949827252,1.0
881f8d7a15fffff,1,2,48.109771980696834,11.623911806265763,1.0
881f8d45b1fffff,-7,2,48.108100745926414,11.533985188989634,0.17
881f8d44ddfffff,4,2,48.18756687301715,11.581240282533894,0.85
881f8d7acdfffff,1,2,48.11990034084092,11.653819857593614,1.0
881f8d7149fffff,1,2,48.17909532051274,11.64134146200144,1.0
881f8d45d7fffff,-14,2,48.136850508711866,11.533710669574717,0.32
881f8d45d5fffff,-1,2,48.1385379569946,11.521700265437794,0.73
881f8d4437fffff,-2,2,48.15375116564773,11.515554322455564,0.42
881f8d44edfffff,2,2,48.16559003540524,11.533435940443317,0.43
881f8d7a21fffff,1,2,48.09371732484532,11.585074724081096,1.0
881f8d7a3bfffff,1,2,48.10215670219851,11.626973766923363,1.0
881f8d7b5bfffff,1,2,48.09710601039158,11.561064658660896,1.0
881f8d7ac9fffff,1,2,48.1258130965677,11.662772068777246,1.0
881f8d45b9fffff,-1,2,48.11571139747417,11.530914828036558,0.5
881f8d44cdfffff,-4,2,48.18502975214666,11.548252932948529,0.53
881f8d7a2dfffff,1,2,48.0954123552072,11.573069644773756,1.0
881f8d732dfffff,1,2,48.19009484187273,11.614234635190712,1.0
881f8d44cbfffff,3,2,48.18925705032342,11.56922032053535,1.0
881f8d458bfffff,2,2,48.13093000318419,11.524772366407303,1.0
881f8d7109fffff,1,2,48.16217650041956,11.659485638980328,1.0
881f8d4411fffff,3,2,48.1807988108339,11.527289842397431,0.5
881f8d7143fffff,1,2,48.16978713821924,11.656424091429429,1.0
881f8d44c1fffff,1,2,48.1833416383644,11.560271582286138,1.0
881f8d7a39fffff,1,2,48.103855853867,11.614966078749273,1.0
881f8d7a2bfffff,2,2,48.099635923815455,11.594015723326768,1.0
881f8d7139fffff,-1,2,48.14524994478907,11.677623079185906,0.0
881f8d7b53fffff,2,2,48.08949217925111,11.564131617863136,1.0
881f8d4583fffff,3,2,48.1233211499521,11.52784388722464,1.0
881f8d7a13fffff,1,2,48.1139866895517,11.644869403610546,1.0
881f8d45c3fffff,3,2,48.14022402944496,11.509689959094054,1.0
881f8d7107fffff,0,2,48.14695252657851,11.66560699620562,1.0
881f8d7a35fffff,1,2,48.09032313833408,11.609085158067066,1.0
881f8d7b5dfffff,1,2,48.09287674632625,11.540124171905646,1.0
881f8d44d9fffff,1,2,48.19348070317387,11.590192000861668,1.0
881f8d7101fffff,1,2,48.15456496314742,11.662546607190071,1.0
881f8d713dfffff,1,2,48.1393391908887,11.66866680617388,1.0
881f8d7323fffff,1,2,48.18670346853783,11.638277628813327,1.0
881f8d7ac1fffff,1,2,48.11819775414677,11.665831267859527,1.0
881f8d45b7fffff,-2,2,48.100489195485,11.537054970230477,0.17
881f8d44dbfffff,1,2,48.191788461495584,11.602213272585798,1.0
881f8d7a25fffff,1,2,48.087797833331145,11.57613548230898,1.0
881f8d4589fffff,4,2,48.1326167673331,11.512763181570648,1.0
881f8d46b7fffff,1,2,48.19517156697177,11.578170821075622,1.0
881f8d4435fffff,2,2,48.15543585443018,11.503541772676552,1.0
881f8d4415fffff,1,2,48.17488023929447,11.51834706839352,1.0
881f8d4413fffff,4,2,48.17911275972645,11.53930717614174,1.0
881f8d46b3fffff,1,2,48.20108518783136,11.587123083990544,1.0
881f8d46a7fffff,1,2,48.19263327225766,11.545180678889082,1.0
881f8d45b5fffff,2,2,48.10217872552338,11.525050270018696,1.0
881f8d4431fffff,3,2,48.161356420139576,11.512480480149245,1.0
881f8d45cbfffff,4,2,48.14783039186916,11.506616156178268,1.0
881f8d7b51fffff,1,2,48.09118515022804,11.552127847377816,1.0
881f8d7131fffff,1,2,48.13763591942203,11.68068176306711,1.0
881f8d7a23fffff,2,2,48.09202091924211,11.597079895529872,1.0
881f8d7321fffff,1,2,48.18839984424133,11.62625608761902,1.0
881f8d7b19fffff,0,2,48.0818774497516,11.567197997927371,1.0
881f8d441bfffff,3,2,48.18671648864776,11.536234379200897,1.0
881f8d4581fffff,1,2,48.12500860570914,11.515835823754754,1.0
881f8d7a33fffff,1,2,48.09454052535765,11.630035148850617,1.0
881f8d441dfffff,2,2,48.18248348496105,11.515272606067215,1.0
881f8d7ac5fffff,1,2,48.11228478956739,11.656879603021046,1.0
881f8d7aedfffff,1,2,48.10045617469464,11.638981543597229,1.0
881f8d4439fffff,2,2,48.16896077450792,11.509406057103668,1.0
881f8d7103fffff,0,2,48.1528630711264,11.674563816399967,1.0
881f8d7a27fffff,-1,2,48.086102112404056,11.588139439662651,1.0
881f8d45c1fffff,-3,2,48.1419087261289,11.49767975159776,0.25
881f8d45bdfffff,2,2,48.10978958462828,11.521979367832166,1.0
881f8d7b55fffff,1,2,48.08526339862664,11.543192794161625,1.0
881f8d7123fffff,-1,2,48.13342754030504,11.659712290945796,0.0
881f8d7a17fffff,1,2,48.10807214317818,11.63592070674745,1.0
881f8d45c7fffff,-1,2,48.13430215588494,11.50075409529286,0.44
881f8d7335fffff,-1,2,48.18500571469893,11.650299257716128,0.0
881f8d7ac3fffff,-1,2,48.11649379085517,11.677842763263568,1.0
881f8d7b57fffff,-3,2,48.08357111154339,11.555195348681458,1.0
881f8d4403fffff,2,2,48.17656422857768,11.506331053171952,0.5
881f8d7b4bfffff,2,2,48.09456696761045,11.528120592499192,1.0
881f8d7329fffff,1,2,48.1960064016128,11.623190548136334,1.0
881f8d46b5fffff,-2,2,48.19686105295396,11.566149734284938,0.0
881f8d713bfffff,1,2,48.14354598559379,11.689639246333009,1.0
881f8d46b1fffff,1,2,48.20277536038468,11.575100778983035,1.0
881f8d7849fffff,1,2,48.08440501640616,11.60014348887142,1.0
881f8d440bfffff,-1,2,48.184166782174,11.503255468207184,0.56
881f8d46a1fffff,1,2,48.20023589173112,11.542107843918524,1.0
881f8d733dfffff,-1,2,48.19261365302832,11.647235971259573,0.0
881f8d7b43fffff,1,2,48.0869543110659,11.531190335420174,1.0
881f8d7ae9fffff,1,2,48.10637092959063,11.647929694960435,1.0
881f8d44c9fffff,1,2,48.19094585004856,11.557200452301476,1.0
881f8d45c9fffff,1,1,48.14951439659495,11.494604827323256,1.0
881f8d46a3fffff,1,1,48.19854916118531,11.554128741546853,1.0
881f8d4587fffff,-6,1,48.1173995447489,11.51890788579306,0.47
881f8d7ac7fffff,1,1,48.11058151321869,11.668889888339413,1.0
881f8d44d3fffff,2,1,48.184182385402295,11.605280483597006,1.0
881f8d732bfffff,-1,1,48.19431071647349,11.63521321570052,1.0
881f8d45a3fffff,1,1,48.10386688064298,11.513045667213,1.0
881f8d4419fffff,1,1,48.18840184793336,11.524215922099712,1.0
881f8d7ae5fffff,-1,1,48.09283930795988,11.642041801858367,0.0
881f8d7331fffff,-1,1,48.19091521121422,11.6592588137557,0.0
881f8d736dfffff,1,1,48.2069979124242,11.59607710936346,1.0
881f8d46a5fffff,1,1,48.19431931701615,11.53316100135504,1.0
881f8d7a89fffff,0,1,48.10887686044385,11.680900258511056,1.0
881f8d45abfffff,1,1,48.11147704824165,11.509973644368742,1.0
881f8d4407fffff,1,1,48.17064407926178,11.497391263327964,1.0
881f8d7365fffff,1,1,48.19939363722783,11.599145481223678,1.0
881f8d7ae1fffff,-1,1,48.0987542712929,11.650989407716992,1.0
881f8d45cdfffff,1,1,48.14359204711268,11.485669644003108,0.17
881f8d7135fffff,1,1,48.13172495625405,11.671726037241744,1.0
881f8d4457fffff,1,1,48.19008583006937,11.512197562701411,1.0
881f8d46bbfffff,1,1,48.208688771862704,11.584053586479577,1.0
881f8d7307fffff,-1,1,48.20022069118389,11.64417210487358,0.0
881f8d45c5fffff,1,1,48.135986168905816,11.48874510862782,1.0
881f8d7305fffff,1,1,48.20191706414469,11.632148222515882,1.0
881f8d7b49fffff,4,1,48.09625581414566,11.516117110211043,1.0
881f8d7b09fffff,1,1,48.07934075606628,11.534259498928067,1.0
881f8d7367fffff,1,1,48.197700708509664,11.611167969624836,1.0
881f8d4585fffff,3,1,48.119086316765525,11.506901041531686,1.0
881f8d4695fffff,1,1,48.21629145509336,11.5809835081816,1.0
881f8d7133fffff,-1,1,48.13593127072077,11.692696803842264,0.2
881f8d7841fffff,-1,1,48.076788215484434,11.603206503497884,0.0
881f8d785dfffff,1,1,48.08100669894484,11.624151858643067,1.0
881f8d7b0bfffff,-1,1,48.07764915256281,11.546260837144906,1.0
881f8d7acbfffff,1,1,48.12410982285076,11.674784689556049,1.0
881f8d7b41fffff,1,1,48.08864384892604,11.519187973509323,1.0
881f8d7ad5fffff,1,1,48.11478845090455,11.68985434275083,1.0
881f8d458dfffff,2,1,48.126694686038576,11.50382785855528,1.0
881f8d4697fffff,1,1,48.2146012869101,11.593008156858028,1.0
881f8d46bdfffff,1,1,48.20446415495254,11.563078567258744,1.0
881f8d4455fffff,1,1,48.19176843512213,11.500179302062406,1.0
881f8d7115fffff,1,1,48.15115980152836,11.68658111006169,0.2
881f8d7a37fffff,1,1,48.08862398205801,11.621090510639515,1.0
881f8d71edfffff,1,1,48.14184064893115,11.70165549659074,1.0
881f8d7aebfffff,1,1,48.10466833987191,11.659938769850548,1.0
881f8d784bfffff,-1,1,48.0827065452741,11.612147628882513,1.0
881f8d7339fffff,1,1,48.19852293968363,11.656196074454629,1.0
881f8d4401fffff,1,1,48.178246841182215,11.494315137187392,1.0
881f8d7363fffff,1,1,48.20361205862925,11.62012442843959,1.0
881f8d7ae7fffff,1,1,48.09113671483532,11.654048542026835,1.0
881f8d46a9fffff,1,1,48.207837610392446,11.539034427889764,1.0
881f8d443dfffff,-3,1,48.163040416952775,11.500466808442043,0.47
881f8d451bfffff,1,1,48.14527399246284,11.47365963736424,1.0
881f8d7b03fffff,1,1,48.07003400831157,11.54932830100187,0.08
881f8d46b9fffff,1,1,48.21037825308122,11.572030156109026,1.0
881f8d7137fffff,1,1,48.13002099520137,11.683739868190436,1.0
881f8d45a9fffff,1,1,48.11316313683225,11.497968019652417,1.0
881f8d4513fffff,1,1,48.13766880646216,11.476736222629455,1.0
881f8d7ad9fffff,1,1,48.128315657085466,11.69575378273638,1.0
881f8d7b47fffff,1,1,48.081030985160574,11.52225825725437,1.0
881f8d7a81fffff,1,1,48.10125903179341,11.683957175445236,1.0
881f8d7ad7fffff,1,1,48.11308173423362,11.7018660052664,1.0
881f8d7b0dfffff,1,1,48.07341722302595,11.52532796159258,1.0
881f8d7333fffff,-1,1,48.18921539096844,11.671281742131091,1.0
881f8d730dfffff,0,1,48.2095225113766,11.629082649112249,1.0
881f8d7859fffff,1,1,48.086923450351065,11.633095952194063,1.0
881f8d442bfffff,-2,1,48.164723037491946,11.488453236449,0.08
881f8d7a8bfffff,1,1,48.1071708311814,11.692910712481424,1.0
881f8d785bfffff,1,1,48.08522154315072,11.645101481677491,0.33
881f8d7addfffff,1,1,48.12240517230342,11.686797394702744,1.0
881f8d7361fffff,1,1,48.20530567470112,11.6081007237028,1.0
881f8d46adfffff,1,1,48.201921244656944,11.530087042457108,1.0
881f8d7a8dfffff,1,1,48.10296437396004,11.67194793036358,1.0
881f8d7ad1fffff,-2,1,48.12069914486425,11.698810183162166,0.25
881f8d440dfffff,1,1,48.17992807717472,11.48229932149553,1.0
881f8d4691fffff,-2,1,48.22220376051104,11.589938623560142,1.0
881f8d45ebfffff,1,1,48.12837939100633,11.491819992679856,1.0
881f8d736bfffff,1,1,48.21121681511592,11.61705772838163,1.0
881f8d4687fffff,1,1,48.21206635614461,11.560006819309654,1.0
881f8d45e3fffff,1,1,48.12077171358989,11.494894296305825,1.0
881f8d7ae3fffff,1,1,48.09705099193116,11.662997358228806,1.0
881f8d71e1fffff,1,1,48.14013393473995,11.713671828902962,1.0
881f8d7b01fffff,-2,1,48.07172630278834,11.537328083169326,0.0
881f8d46e7fffff,1,1,48.209522271395656,11.527012502359964,1.0
881f8d4443fffff,1,1,48.19344966315824,11.488161141239043,1.0
881f8d45a7fffff,1,1,48.09794328599725,11.50411372609362,1.0
881f8d4453fffff,1,1,48.19600398438982,11.521141420756123,1.0
881f8d7847fffff,-1,1,48.06917051665395,11.606268939555724,0.0
881f8d7851fffff,-2,1,48.07930547735565,11.63615617710026,0.0
881f8d4409fffff,1,1,48.18584870253925,11.491238429873391,1.0
881f8d7369fffff,0,1,48.21290974027241,11.605032897277452,1.0
881f8d7b45fffff,1,1,48.08271983991075,11.51025711317572,1.0
881f8d46abfffff,1,1,48.20615157159999,11.551056449875166,1.0
881f8d7843fffff,-2,1,48.07508905421961,11.615209521124166,0.38
881f8d7301fffff,-1,1,48.20782682899072,11.641107658411006,1.0
881f8d7b6bfffff,1,1,48.07510676908934,11.513327937323227,1.0
881f8d45adfffff,1,1,48.10723906638826,11.489036758030847,1.0
881f8d45e7fffff,1,1,48.114847850466006,11.485962494736151,1.0
881f8d71e5fffff,1,1,48.13422524472355,11.70471192744352,1.0
881f8d46e3fffff,1,1,48.21543842806726,11.535960430655674,1.0
881f8d7b63fffff,0,1,48.0674927999847,11.516398182070231,1.0
881f8d7aa9fffff,1,1,48.08943274592201,11.666055368302402,1.0
881f8d7855fffff,1,1,48.07338851792849,11.62721262821432,1.0
881f8d445bfffff,1,1,48.20360522002874,11.518066338219638,1.0
881f8d733bfffff,-1,1,48.19682380958101,11.668220130200863,1.0
881f8d4519fffff,4,1,48.14695456224632,11.46164973273529,1.0
881f8d7809fffff,-1,1,48.06747066534773,11.6182708349385,0.33
881f8d4511fffff,1,1,48.139350068620764,11.46472743835156,1.0
881f8d731dfffff,-1,1,48.21203794612903,11.66209516681914,0.0
881f8d7aadfffff,1,1,48.08351826039481,11.657107098036574,1.0
881f8d4683fffff,0,1,48.2179802448869,11.568958952306383,1.0
881f8d710bfffff,0,1,48.16047529825804,11.671503974562382,1.0
881f8d7845fffff,1,1,48.0708689931676,11.594267134403616,1.0
881f8d7a99fffff,-1,1,48.111373640781466,11.713877749755282,0.0
881f8d7a9dfffff,1,1,48.10546342537024,11.704921249195836,1.0
881f8d7b39fffff,1,1,48.062417966049885,11.55239518587895,0.11
881f8d4405fffff,-1,1,48.17232600757257,11.485376569555596,1.0
881f8d7347fffff,0,1,48.21712705799449,11.626016495342425,1.0
881f8d4685fffff,1,1,48.213753081118085,11.547983577139284,1.0
881f8d4447fffff,1,1,48.18752924612361,11.479221492121836,1.0
881f8d446bfffff,1,1,48.181607936622186,11.470283607152032,1.0
881f8d7b17fffff,-1,1,48.066645296382646,11.573329021227634,1.0
881f8d7a85fffff,-1,1,48.0953463365476,11.6750053940787,1.0
881f8d4451fffff,1,1,48.19768727444478,11.509121938149086,1.0
881f8d4429fffff,1,1,48.166404281823766,11.47643976522518,1.0
881f8d7aa1fffff,1,1,48.081813602021455,11.669112800217972,1.0
881f8d7b05fffff,1,1,48.06580256269896,11.528397086670298,1.0
881f8d4681fffff,-1,1,48.21966765635575,11.55693449029049,1.0
881f8d46e1fffff,1,1,48.21712239705796,11.523937380916545,1.0
881f8d45e1fffff,1,1,48.12245573528812,11.482887651168772,1.0
881f8d45e9fffff,1,1,48.13006272067876,11.479812227182087,1.0
881f8d445dfffff,1,1,48.19936918724747,11.49710255459061,1.0
881f8d7adbfffff,-1,1,48.1266089418451,11.707767779823984,1.0
881f8d4637fffff,-1,1,48.2069690383756,11.494025225644698,1.0
881f8d7aabfffff,1,1,48.08772740115828,11.67806227963144,1.0
881f8d7b3dfffff,-1,1,48.05649470210511,11.543463514437388,0.0
881f8d7b4dfffff,1,1,48.09033201227226,11.507185709481318,1.0
881f8d46ebfffff,0,1,48.22303834458127,11.532885852069098,1.0
881f8d4425fffff,-1,1,48.15287827850536,11.47058247123968,1.0
881f8d4edbfffff,-2,1,48.10892309714594,11.47703245375978,0.0
881f8d730bfffff,0,1,48.21373569567327,11.650068855903102,1.0
881f8d4e9bfffff,0,1,48.09201880117011,11.495183544388256,1.0
881f8d4421fffff,-1,1,48.15880110374687,11.479516972448527,1.0
881f8d71ebfffff,1,1,48.14604172665706,11.722633487193166,0.0
881f8d4553fffff,1,1,48.15455815582376,11.458571446119995,1.0
881f8d7b29fffff,-1,1,48.05987793277377,11.5194678475631,0.0
881f8d468bfffff,0,1,48.22558133562741,11.565887167427915,1.0
881f8d4461fffff,1,1,48.17568573513267,11.461347486242346,1.0
881f8d4463fffff,1,1,48.17400655950715,11.473361976841948,1.0
881f8d7863fffff,1,1,48.055632282639685,11.600392514891244,1.0
